20006;Congelados;30035;Congelados;40186;Comidas Congeladas
20006;Congelados;30035;Congelados;40187;Frutas Congeladas
20006;Congelados;30035;Congelados;40188;Hamburguesas Y Medallones
20006;Congelados;30035;Congelados;40189;Panificados Congelados
20006;Congelados;30035;Congelados;40190;Papas Congeladas
20006;Congelados;30035;Congelados;40191;Pescados Y Mariscos Congelados
20006;Congelados;30035;Congelados;40192;Rebozados Congelados
20006;Congelados;30035;Congelados;40193;Vegetales Congelados
20006;Congelados;30036;Helados;40194;Baldes
20006;Congelados;30036;Helados;40195;Barritas
20006;Congelados;30036;Helados;40196;Bombones Helado
20006;Congelados;30036;Helados;40197;Conos
20006;Congelados;30036;Helados;40198;Helado Palito
20006;Congelados;30036;Helados;40199;Postres Helados
20006;Congelados;30036;Helados;40200;Potes
